"LU332" "LU1114" "LU1168" "LU123" "LU804" "LU1126" "LU647" "LU219" "LU1107" "LU449" "LU1117" "LU85" "LU318" "LU485" "LU1096" "LU277" "LU1077" "LU1148" "LU856" "LU968" "LU738" "LU1115" "LU583" "LU376" "LU987" "LU1150" "LU1170" "LU716" "LU209" "LU195" "LU1090" "LU965" "LU565" "LU1110" "LU1167" "LU492" "LU800" "LU444" "LU704" "LU752" "LU851" "LU821" "LU1143" "LU820" "LU1138" "LU847" "LU976" "LU12" "LU876" "LU1162" "LU1130" "LU546" "LU785" "LU87" "LU2" "LU672" "LU324" "LU1153" "LU1134" "LU1118" "LU727" "LU782" "LU1109" "LU788" "LU1163" "LU866" "LU681" "LU755" "LU826" "LU1132" "LU631" "LU137" "LU1116" "LU717" "LU660" "LU797" "LU510" "LU1184" "LU835" "LU136" "LU328" "LU382" "LU1158" "LU591" "LU812" "LU673" "LU605" "LU464" "LU768" "LU434" "LU709" "LU438" "LU330" "LU460" "LU1074" "LU1091" "LU558" "LU427" "LU352" "LU667" "LU773" "LU627" "LU164" "LU14" "LU641" "LU1054" "LU190" "LU1121" "LU436" "LU887" "LU1080" "LU468" "LU79" "LU370" "LU350" "LU998" "LU1068" "LU1151" "LU1166" "LU1155" "LU276" "LU1135" "LU990" "LU1040" "LU745" "LU1165" "LU1003" "LU1041" "LU983" "LU978" "LU1124" "LU1069" "LU398" "LU859" "LU973" "LU1020" "LU372" "LU1154" "LU271"
"TALDO1" 3314.49194335938 5516.19921875 9823.9873046875 6187.22021484375 3071.23559570312 5794.34912109375 4200.2841796875 3630.19873046875 3286.49047851562 3638.56860351562 3267.03393554688 3489.71948242188 7615.41796875 5148.18115234375 3276.99731445312 3384.06079101562 3335.3056640625 3323.93383789062 3640.20825195312 4216.7080078125 3105.33764648438 2849.69702148438 4448.48388671875 2469.19995117188 3266.64306640625 3062.23754882812 2680.70068359375 2603.0009765625 1776.93713378906 3494.10131835938 4107.26513671875 4930.53857421875 2814.099609375 2721.90112304688 3841.5498046875 3464.74829101562 3165.3115234375 3383.99438476562 8941.1640625 4234.9443359375 5588.81201171875 4018.5810546875 5962.24951171875 2996.16967773438 3477.79467773438 3989.2548828125 4920.7080078125 3396.72094726562 2848.04931640625 2677.31616210938 3480.18408203125 2423.97583007812 5096.810546875 2796.49194335938 3463.8154296875 3061.99487304688 3161.10791015625 3223.91381835938 3747.34790039062 3120.01879882812 2402.03833007812 2542.54052734375 2021.45349121094 3227.21997070312 3711.17553710938 3165.86083984375 4827.3203125 2896.15258789062 2993.91674804688 2468.45361328125 2057.40478515625 2884.0224609375 4205.6376953125 7550.5556640625 2948.6845703125 6452.68896484375 4304.123046875 9138.54296875 4195.36572265625 4595.47705078125 3508.56469726562 3101.96435546875 4208.29345703125 7374.00146484375 6580.69921875 11369.162109375 3696.68286132812 4284.22900390625 4172.65234375 7373.916015625 12521.9306640625 3407.37255859375 2964.83813476562 2826.08129882812 3430.58325195312 3827.46264648438 3015.7939453125 4259.47900390625 7961.83251953125 4865.4228515625 6045.71728515625 4001.06079101562 3125.4443359375 3370.87036132812 5283.537109375 4242.28076171875 3235.27319335938 2778.3388671875 2955.75317382812 2587.3818359375 4438.76513671875 2710.81494140625 2094.4580078125 2983.5400390625 2963.32788085938 3453.1708984375 3816.25561523438 7371.646484375 3056.98266601562 3171.1435546875 5409.890625 3769.79833984375 3015.63842773438 4310.19921875 2734.2861328125 2364.72265625 2097.29272460938 3211.87744140625 2316.56274414062 3019.75634765625 3324.74340820312 2344.43481445312 6008.30419921875 2691.33032226562 4681.31689453125 2558.4990234375 5620.58984375 3521.69482421875 2890.47265625
"GLB1" 255.596008300781 185.483444213867 379.520935058594 568.332458496094 400.232513427734 257.982391357422 386.531066894531 228.540145874023 252.678634643555 171.983184814453 384.952239990234 364.441162109375 530.339294433594 274.9306640625 293.285583496094 411.781860351562 308.866821289062 358.596374511719 262.939544677734 316.973541259766 286.754608154297 406.348022460938 332.127349853516 370.942108154297 257.062316894531 288.428192138672 302.237152099609 369.585235595703 215.221481323242 286.517547607422 369.172943115234 218.221542358398 281.660583496094 215.18977355957 170.732772827148 335.042938232422 285.182373046875 219.549102783203 289.866638183594 225.571426391602 161.91162109375 287.001983642578 267.403411865234 200.465515136719 366.822296142578 251.251831054688 267.452209472656 450.433990478516 396.173492431641 372.207061767578 294.506072998047 300.548461914062 403.700866699219 319.14404296875 277.5830078125 362.835906982422 270.624328613281 234.368530273438 248.770782470703 257.887664794922 352.529144287109 346.504943847656 374.67578125 393.474426269531 241.386291503906 341.773529052734 409.238494873047 424.247497558594 338.222137451172 361.026519775391 361.605895996094 242.201675415039 260.101898193359 731.43310546875 1053.77087402344 449.940307617188 394.728607177734 394.017974853516 632.543579101562 575.975036621094 370.989440917969 233.387573242188 504.926818847656 347.559753417969 178.554840087891 589.963317871094 413.716949462891 672.640441894531 242.803649902344 581.870544433594 692.361022949219 442.344787597656 253.054077148438 413.11328125 308.956085205078 268.484283447266 552.621704101562 345.673858642578 306.316802978516 499.787170410156 565.185729980469 453.209533691406 210.955505371094 212.35856628418 393.526458740234 127.971130371094 186.429656982422 280.275054931641 254.033157348633 283.832977294922 198.795959472656 173.610000610352 271.900756835938 230.399230957031 263.805572509766 142.556793212891 193.615112304688 242.327239990234 195.504821777344 370.605804443359 226.315933227539 247.642059326172 739.818969726562 257.903076171875 189.443908691406 374.981414794922 285.099182128906 293.252197265625 237.704544067383 218.136215209961 349.261199951172 355.855499267578 266.380706787109 402.565826416016 225.561004638672 279.472412109375 259.139770507812 235.849807739258 202.642440795898
"DBT" 257.202270507812 245.193786621094 232.980133056641 355.452911376953 310.476776123047 315.183502197266 607.61962890625 286.827423095703 320.161773681641 422.328582763672 362.397033691406 444.701141357422 411.146026611328 553.142395019531 275.781097412109 370.4580078125 232.750259399414 292.038330078125 379.523681640625 344.545318603516 344.849060058594 361.451110839844 278.813323974609 251.243713378906 307.124694824219 376.854125976562 243.360229492188 258.730224609375 264.999969482422 311.384490966797 331.784240722656 265.369781494141 236.027313232422 217.381729125977 279.020477294922 301.501678466797 253.533752441406 298.190643310547 322.508514404297 263.207916259766 275.042877197266 266.288726806641 326.897613525391 294.701385498047 268.029510498047 297.814605712891 343.127349853516 251.819580078125 348.152099609375 309.910003662109 323.026000976562 260.367340087891 278.905517578125 285.164581298828 261.115905761719 215.982513427734 319.693450927734 305.506103515625 210.290481567383 246.435729980469 274.958984375 308.546600341797 331.054351806641 283.266387939453 310.115875244141 357.012481689453 244.027328491211 366.988983154297 231.634353637695 325.712646484375 329.428833007812 271.426239013672 339.093017578125 486.915954589844 270.376556396484 412.161926269531 231.842987060547 371.000061035156 299.141204833984 261.829010009766 300.634399414062 416.511901855469 344.719299316406 524.91064453125 328.468536376953 396.858520507812 190.916732788086 376.028503417969 539.269653320312 381.313812255859 312.055603027344 258.039215087891 288.779174804688 349.628509521484 300.341430664062 296.004974365234 290.547027587891 240.350311279297 520.104248046875 358.630615234375 233.792465209961 351.938812255859 256.041717529297 256.099304199219 280.662506103516 294.026794433594 219.825775146484 632.034606933594 421.458038330078 318.494293212891 434.774658203125 254.218017578125 325.182189941406 300.299560546875 326.036193847656 254.760665893555 242.815734863281 239.710388183594 292.603393554688 181.167587280273 282.357177734375 317.253631591797 274.593231201172 386.831512451172 428.926544189453 160.308898925781 349.988647460938 313.357330322266 269.982543945312 354.310485839844 370.354614257812 271.524383544922 273.509094238281 244.290084838867 337.406219482422 424.679840087891 294.306060791016 320.547027587891 292.296936035156
"GALNT1" 235.079818725586 136.096008300781 221.800552368164 242.698547363281 265.652801513672 297.9248046875 200.441009521484 294.512664794922 170.780883789062 325.719665527344 283.734771728516 242.151824951172 221.52180480957 195.690155029297 280.191802978516 267.622924804688 341.751403808594 231.170516967773 255.776351928711 241.846496582031 162.289321899414 277.513214111328 353.385528564453 342.320892333984 239.65461730957 251.938522338867 202.436248779297 319.542388916016 148.547836303711 159.754989624023 255.041610717773 250.629241943359 267.586700439453 243.256103515625 231.477752685547 280.97314453125 202.607727050781 163.540588378906 196.280639648438 215.767196655273 283.200317382812 211.261184692383 194.297775268555 204.264694213867 256.675903320312 340.642364501953 386.951141357422 217.722427368164 257.430480957031 334.327667236328 285.481872558594 390.414947509766 251.477813720703 258.476898193359 228.473205566406 259.806518554688 306.994812011719 261.443695068359 487.021575927734 270.276489257812 251.020156860352 353.215850830078 342.439697265625 306.5380859375 378.856628417969 259.924652099609 312.091735839844 321.023712158203 382.487915039062 196.261138916016 353.732788085938 249.960006713867 288.531860351562 399.049438476562 294.5625 396.577911376953 227.05012512207 494.060974121094 261.894683837891 278.639770507812 296.294128417969 452.730926513672 250.99592590332 267.312713623047 276.845245361328 381.970031738281 146.160614013672 283.953338623047 257.995483398438 373.009735107422 355.654357910156 179.325958251953 310.541778564453 227.890380859375 314.580352783203 345.899566650391 249.148513793945 400.229217529297 319.203948974609 461.209136962891 362.950836181641 386.561981201172 219.957855224609 82.9106979370117 268.520416259766 170.723190307617 235.590713500977 159.310165405273 234.286819458008 210.192932128906 262.623626708984 247.229019165039 191.871963500977 228.356979370117 297.651641845703 181.589736938477 269.643402099609 288.885711669922 268.273651123047 233.597640991211 210.406555175781 338.429351806641 116.073043823242 258.794250488281 307.268798828125 254.453247070312 176.148696899414 269.717132568359 465.7060546875 231.477981567383 357.404479980469 215.77360534668 382.135833740234 239.29557800293 495.980865478516 224.162536621094 303.377197265625 297.202362060547 250.730255126953
"SORD" 934.772216796875 915.880615234375 528.510314941406 637.630187988281 819.035888671875 856.114196777344 825.741577148438 1746.3857421875 693.432678222656 2740.92211914062 791.334594726562 701.456970214844 2477.62109375 841.676452636719 865.846069335938 873.523376464844 1402.74389648438 672.616577148438 719.585388183594 773.802185058594 686.586242675781 374.766082763672 968.236389160156 954.242919921875 1434.45727539062 703.395202636719 822.884704589844 679.782104492188 1393.50512695312 1090.0166015625 830.028686523438 473.850646972656 620.931030273438 751.516784667969 771.632751464844 758.642578125 886.690612792969 836.018981933594 2089.85034179688 857.526550292969 289.670288085938 629.192687988281 1141.7392578125 1009.91400146484 520.746276855469 965.899475097656 1347.87219238281 780.239318847656 613.379272460938 551.503967285156 671.711791992188 567.401611328125 637.778686523438 722.829284667969 1116.49645996094 804.393249511719 566.949584960938 976.732543945312 1050.70068359375 932.199035644531 776.152709960938 579.062744140625 856.987243652344 708.071166992188 1086.94152832031 1021.44897460938 792.431396484375 856.922302246094 663.565673828125 692.093505859375 667.106628417969 1123.72741699219 997.7197265625 2016.95385742188 1523.21826171875 1255.54711914062 1926.06701660156 1674.23779296875 1214.42614746094 1618.17724609375 929.954650878906 1658.09753417969 1110.25756835938 3396.73779296875 1440.68286132812 857.905029296875 735.120361328125 672.251342773438 1248.10546875 1157.3154296875 1440.2880859375 1898.4931640625 710.358520507812 685.88818359375 1111.29809570312 824.628173828125 1595.64404296875 856.040405273438 2960.33715820312 974.133850097656 812.5166015625 1065.97375488281 681.600708007812 1050.35522460938 1174.74365234375 127.684051513672 588.511840820312 2082.21557617188 2183.22705078125 1564.87976074219 1067.6767578125 2274.58666992188 1460.38793945312 1289.78173828125 684.702514648438 865.366821289062 723.978332519531 562.406982421875 928.443054199219 663.316467285156 1002.45092773438 587.606689453125 2433.06079101562 1107.62817382812 1410.3779296875 807.516174316406 690.789733886719 1298.70068359375 837.765563964844 1586.22888183594 1367.92053222656 937.045593261719 793.698974609375 847.898681640625 2487.546875 1380.93725585938 1049.57238769531 1094.84875488281 1689.33459472656
"HINT3" 121.501976013184 163.32048034668 305.526580810547 256.444458007812 261.272491455078 165.210708618164 223.079040527344 255.093597412109 209.510223388672 225.145477294922 150.803848266602 209.483001708984 352.008636474609 196.30046081543 218.806457519531 224.482162475586 279.594116210938 221.584732055664 239.726898193359 278.691864013672 242.092849731445 251.441787719727 169.265213012695 220.722991943359 272.878723144531 350.992797851562 125.72038269043 181.662734985352 207.294235229492 157.072036743164 194.769409179688 139.228439331055 187.172286987305 186.147369384766 145.700332641602 153.050491333008 138.613037109375 158.877197265625 159.125411987305 168.645126342773 143.477905273438 196.307403564453 156.637634277344 197.693237304688 146.233917236328 188.742004394531 279.019653320312 154.399368286133 196.853698730469 106.032135009766 175.201293945312 164.356994628906 167.537750244141 167.378158569336 132.577819824219 142.868576049805 160.227615356445 186.230895996094 205.042617797852 154.806854248047 163.061264038086 245.675201416016 189.209777832031 216.029525756836 170.362533569336 198.040756225586 130.551193237305 206.119262695312 146.677597045898 182.65771484375 189.918029785156 260.629058837891 161.706832885742 201.408554077148 257.026519775391 254.964950561523 159.938888549805 166.883163452148 151.92041015625 351.587249755859 158.634811401367 213.941467285156 296.138854980469 139.48518371582 228.659240722656 366.027404785156 136.539993286133 185.499649047852 342.9296875 368.284484863281 255.02783203125 152.757614135742 264.18212890625 206.780517578125 333.735961914062 111.925010681152 208.138824462891 176.870620727539 283.924835205078 205.168029785156 140.364639282227 194.357650756836 196.262359619141 195.613815307617 186.989196777344 237.356170654297 145.291046142578 210.095672607422 178.606597900391 185.348159790039 192.358520507812 96.5978012084961 209.23469543457 231.99201965332 115.600440979004 189.862014770508 141.669509887695 101.378379821777 110.834541320801 101.054344177246 80.5941848754883 168.356643676758 235.617767333984 138.903427124023 224.225433349609 161.058090209961 126.627555847168 163.310684204102 241.899826049805 211.562683105469 146.319931030273 155.466323852539 144.963333129883 136.850677490234 150.71125793457 167.227966308594 154.088760375977 187.535766601562 78.7346038818359
"ALDH3A2" 1292.13586425781 1033.64025878906 2088.32202148438 912.281188964844 1394.94152832031 1048.98583984375 1254.35803222656 917.482299804688 1172.92687988281 883.440368652344 1279.09301757812 1314.369140625 1808.24169921875 1844.08764648438 1056.69543457031 883.552917480469 982.626403808594 2396.36474609375 2700.23046875 1406.59777832031 2091.74975585938 2364.31958007812 1075.15954589844 1693.21545410156 1097.83569335938 983.441955566406 526.939453125 754.556457519531 1094.43005371094 829.938415527344 920.137084960938 1222.66772460938 683.2646484375 468.292297363281 4306.3515625 814.259216308594 972.063903808594 1160.68286132812 1135.29602050781 1519.47961425781 748.712585449219 1149.06286621094 879.647277832031 1170.630859375 836.147705078125 1087.34545898438 1620.68041992188 1130.431640625 1210.24206542969 785.145812988281 1258.69812011719 543.575073242188 1559.11474609375 748.966735839844 490.473724365234 568.960571289062 1228.32250976562 932.004699707031 765.665466308594 671.507080078125 1004.89617919922 1170.16528320312 863.386413574219 1346.94714355469 790.502868652344 776.16162109375 1440.65844726562 1475.81628417969 886.395812988281 1204.82763671875 932.127746582031 2721.92919921875 1332.89770507812 3658.63208007812 1977.46960449219 1993.81762695312 679.184692382812 3706.67529296875 799.640991210938 1799.91088867188 1957.64392089844 745.456787109375 1588.20556640625 1958.47387695312 921.024658203125 5852.537109375 649.917358398438 3567.501953125 1091.49499511719 2277.1806640625 3603.22778320312 488.931518554688 1097.69750976562 1323.24426269531 1770.37023925781 1463.43103027344 791.877502441406 850.998840332031 1509.21838378906 3848.2646484375 1373.44470214844 3713.04223632812 525.186645507812 1195.29333496094 1687.39306640625 921.374694824219 765.161193847656 960.096496582031 1043.82482910156 929.893737792969 1081.302734375 823.111755371094 798.989196777344 1732.23352050781 710.764770507812 642.973205566406 568.570739746094 1456.32678222656 564.871032714844 857.548767089844 1433.02111816406 1164.53576660156 887.575378417969 1162.73522949219 852.6572265625 890.53076171875 1153.75537109375 1027.23168945312 557.170043945312 867.833557128906 826.930969238281 1082.96801757812 1260.009765625 526.059204101562 2713.35961914062 719.4892578125 1442.90856933594 861.266418457031 631.940734863281
"PDHX" 214.530364990234 219.38493347168 227.929718017578 246.501098632812 155.561447143555 210.895492553711 327.098510742188 244.997406005859 199.146713256836 341.054809570312 175.163421630859 355.493896484375 242.269805908203 282.048889160156 145.836471557617 234.165588378906 230.236724853516 165.078323364258 265.737701416016 172.895477294922 189.105819702148 177.229614257812 306.763519287109 171.116897583008 182.02033996582 307.009613037109 215.395645141602 166.533660888672 202.165084838867 192.348876953125 214.131713867188 195.037551879883 178.177597045898 189.474136352539 139.581390380859 193.565872192383 158.24153137207 134.646408081055 192.209518432617 161.932891845703 172.844268798828 146.224472045898 230.236618041992 187.064025878906 166.780838012695 278.632080078125 250.473678588867 170.962524414062 241.467010498047 166.785522460938 196.405746459961 147.531280517578 206.309265136719 193.739761352539 193.712707519531 163.55256652832 195.434066772461 197.978485107422 179.550521850586 172.286102294922 197.703750610352 201.050643920898 272.057739257812 212.055511474609 278.338287353516 235.085159301758 200.533676147461 209.295562744141 187.938751220703 180.042816162109 155.624359130859 249.595550537109 254.264907836914 268.441223144531 199.628723144531 269.076202392578 269.717437744141 249.663818359375 231.377716064453 239.207534790039 189.760452270508 284.363525390625 241.418426513672 168.37451171875 284.394195556641 232.229354858398 219.142990112305 282.175201416016 274.103637695312 322.054534912109 387.832458496094 160.761260986328 272.989868164062 190.778228759766 307.671417236328 198.451156616211 185.588973999023 157.46076965332 262.663970947266 200.340347290039 202.15705871582 260.183471679688 177.656433105469 174.910339355469 238.271926879883 174.223541259766 167.195495605469 213.47883605957 279.916625976562 227.026473999023 341.976776123047 427.724395751953 220.792327880859 186.854293823242 226.654968261719 200.501983642578 173.026809692383 178.937301635742 184.879425048828 125.030494689941 139.38053894043 178.466094970703 168.263458251953 146.676727294922 211.338256835938 227.844619750977 130.509338378906 156.8056640625 185.260940551758 140.894561767578 207.435882568359 195.875854492188 201.537063598633 170.850784301758 193.602081298828 193.069381713867 184.437759399414 180.66471862793 192.549575805664
"TMED4" 837.303649902344 907.003845214844 1411.73876953125 956.843200683594 698.912475585938 493.619964599609 599.724853515625 798.963317871094 638.280090332031 817.196228027344 1001.10791015625 783.329956054688 1281.80871582031 794.578247070312 706.213684082031 676.153930664062 1012.05017089844 752.751647949219 1137.34265136719 895.52978515625 1186.06286621094 904.3955078125 947.600891113281 635.321533203125 752.433349609375 1068.56018066406 724.951843261719 833.59033203125 846.838134765625 722.589660644531 540.992736816406 773.913024902344 956.827270507812 590.663635253906 670.157775878906 890.189819335938 765.302551269531 777.080627441406 913.741394042969 768.517944335938 715.63720703125 662.066772460938 1036.27416992188 607.501525878906 617.511047363281 992.939758300781 818.705139160156 660.229248046875 518.732116699219 586.338012695312 634.179138183594 838.622192382812 792.272216796875 754.444213867188 643.306396484375 694.263366699219 948.373840332031 655.667297363281 768.906433105469 695.008544921875 731.859497070312 807.96484375 753.932922363281 783.328369140625 1021.13079833984 876.697204589844 705.853942871094 665.945739746094 732.033935546875 502.543395996094 519.697692871094 935.503967285156 961.107849121094 1806.74853515625 1228.74719238281 763.78466796875 669.560546875 791.7890625 921.915100097656 1321.18444824219 772.279235839844 866.736938476562 1494.3662109375 962.190979003906 699.352111816406 683.836242675781 651.098693847656 1118.06506347656 1057.49890136719 1114.82861328125 1456.53930664062 639.738952636719 845.654052734375 655.462585449219 1345.39233398438 571.836669921875 992.157836914062 726.705261230469 1200.57263183594 1017.71398925781 684.645751953125 746.376525878906 572.123168945312 651.832580566406 789.415405273438 820.873413085938 515.361083984375 904.486633300781 442.096343994141 642.983215332031 895.985656738281 459.353179931641 862.189575195312 789.893920898438 678.409484863281 704.430419921875 597.789184570312 616.045532226562 764.148132324219 718.374450683594 531.668029785156 573.543395996094 890.353942871094 606.695739746094 574.755737304688 908.552062988281 620.109069824219 712.977294921875 808.432373046875 937.644653320312 801.097229003906 671.531555175781 678.729064941406 550.270690917969 377.983825683594 575.509033203125 677.093322753906 565.234375 681.722412109375
"FLOT2" 488.151916503906 576.46435546875 938.184387207031 660.42333984375 698.72900390625 702.537719726562 682.357604980469 536.088256835938 641.253662109375 683.998718261719 548.420104980469 653.113891601562 929.736633300781 684.625305175781 655.320373535156 676.871032714844 675.458557128906 907.187255859375 884.696960449219 765.240844726562 843.909729003906 798.960632324219 722.939819335938 764.644348144531 615.987121582031 835.105102539062 581.440185546875 753.138366699219 448.837554931641 641.895080566406 525.374267578125 498.435150146484 738.019775390625 597.30908203125 680.156127929688 609.663696289062 609.63037109375 581.151123046875 468.982299804688 841.0390625 484.007537841797 576.854248046875 590.629333496094 555.865966796875 570.490112304688 814.829956054688 1080.50378417969 598.119079589844 758.081359863281 466.600463867188 547.184814453125 476.410064697266 466.998138427734 534.09716796875 604.944030761719 607.779724121094 922.032409667969 758.112548828125 674.314270019531 695.417907714844 889.83251953125 635.646606445312 568.121826171875 802.999267578125 590.626342773438 785.85400390625 665.405822753906 727.098083496094 646.977661132812 693.76123046875 587.554565429688 837.902526855469 680.975463867188 1189.58569335938 821.060546875 695.763244628906 941.403930664062 678.660034179688 542.702026367188 548.026062011719 815.841796875 954.414672851562 700.7158203125 529.817138671875 795.855285644531 801.416931152344 617.240417480469 943.397216796875 1163.05053710938 1082.39990234375 953.998046875 433.456939697266 945.056396484375 532.15380859375 780.799743652344 653.793029785156 787.906311035156 997.592346191406 1141.31665039062 802.847900390625 487.015716552734 533.982421875 611.256591796875 659.084106445312 663.104553222656 900.640441894531 590.92236328125 956.576232910156 505.843597412109 631.788818359375 706.439880371094 462.654907226562 531.610473632812 661.950500488281 989.2802734375 510.776336669922 621.571838378906 572.98828125 512.192626953125 635.697631835938 435.968109130859 672.761108398438 491.463653564453 515.492553710938 435.494354248047 746.670288085938 706.202941894531 454.762786865234 617.661499023438 857.562866210938 768.532470703125 752.074340820312 509.418640136719 467.708526611328 972.96923828125 515.775634765625 608.453674316406 928.119140625 385.530303955078
"SRP9" 290.521331787109 376.074768066406 519.493347167969 610.587707519531 648.859375 630.534240722656 627.109802246094 566.575439453125 512.445373535156 587.111877441406 389.9248046875 625.885498046875 1155.123046875 862.720703125 762.495483398438 554.831298828125 645.058166503906 683.699768066406 720.310180664062 720.205078125 561.798400878906 466.420623779297 780.986938476562 525.3203125 719.798950195312 547.446166992188 580.775451660156 439.514190673828 479.150909423828 489.827545166016 692.937561035156 689.771179199219 568.88916015625 529.049560546875 520.131530761719 627.986999511719 564.254821777344 382.075012207031 808.835571289062 633.821899414062 756.855590820312 567.467468261719 1088.14599609375 669.4228515625 771.196105957031 833.955078125 469.454406738281 563.680725097656 452.1884765625 820.346374511719 632.756469726562 553.414733886719 834.845275878906 888.283996582031 956.834167480469 779.143371582031 620.748474121094 711.670776367188 571.74365234375 684.034545898438 728.202575683594 646.271911621094 601.111389160156 849.2099609375 745.024169921875 555.324645996094 893.268981933594 475.5009765625 622.378295898438 471.532867431641 930.689147949219 762.853942871094 977.651916503906 1254.9189453125 825.897521972656 616.788269042969 1781.54357910156 975.043884277344 889.764282226562 1358.85021972656 911.015014648438 793.720458984375 1019.14184570312 848.232849121094 748.779663085938 809.839233398438 1131.43249511719 538.850891113281 883.610168457031 762.806457519531 619.498718261719 1007.91998291016 647.270385742188 972.731018066406 780.783325195312 523.458251953125 1478.16613769531 580.635314941406 546.767395019531 833.003967285156 638.612426757812 1185.45251464844 670.960815429688 1190.02465820312 1766.9404296875 1320.44653320312 566.575134277344 612.485595703125 903.336547851562 757.15576171875 664.026062011719 1067.82067871094 978.330932617188 911.838134765625 1164.89904785156 640.934265136719 949.09814453125 631.105834960938 543.930603027344 524.34033203125 535.542602539062 552.9443359375 571.455200195312 872.356811523438 1064.73291015625 604.300170898438 390.10986328125 699.097717285156 501.246398925781 510.246490478516 544.366577148438 586.787292480469 839.135986328125 553.181701660156 671.144775390625 843.076171875 703.600280761719 717.677368164062 737.797485351562
"PDCD6" 556.128723144531 791.229309082031 767.340087890625 585.609985351562 519.43505859375 489.328857421875 417.327972412109 659.479370117188 551.115356445312 534.700256347656 496.896453857422 651.086791992188 883.542114257812 537.23046875 492.604095458984 571.761352539062 1079.44091796875 724.485717773438 588.798828125 377.047729492188 1053.13110351562 470.889953613281 616.433288574219 972.308959960938 774.074401855469 851.07666015625 610.420776367188 513.087768554688 495.007446289062 357.637664794922 513.817504882812 417.648651123047 404.926788330078 450.033172607422 537.892333984375 516.204406738281 538.560791015625 490.066070556641 906.464294433594 776.707336425781 1032.39208984375 594.459594726562 538.965148925781 452.669067382812 561.863464355469 365.310119628906 327.637939453125 559.841674804688 489.30615234375 428.877380371094 489.978790283203 478.682342529297 518.429626464844 646.793395996094 693.674743652344 648.043884277344 575.389282226562 490.938720703125 591.270080566406 404.584747314453 558.833129882812 459.030883789062 569.524597167969 622.93115234375 593.896789550781 512.909118652344 432.017944335938 405.376586914062 491.654235839844 392.447692871094 388.766876220703 541.326599121094 526.428588867188 1175.7265625 572.163757324219 751.80322265625 973.563842773438 1108.37365722656 493.390960693359 886.288818359375 1255.09436035156 764.523498535156 1724.15954589844 1457.68127441406 1005.001953125 629.071472167969 1079.15979003906 498.461578369141 978.041809082031 499.82373046875 521.777282714844 619.08642578125 602.938720703125 960.189758300781 556.432434082031 597.358337402344 432.468505859375 548.090576171875 1203.87060546875 781.201416015625 859.07177734375 812.54541015625 630.234497070312 905.549194335938 920.950256347656 1147.5673828125 734.065979003906 590.979064941406 421.229614257812 505.805755615234 820.816467285156 854.3984375 744.755310058594 528.136779785156 386.410858154297 691.375793457031 824.747253417969 601.908996582031 549.328918457031 3007.935546875 456.020660400391 545.188903808594 811.388916015625 511.243621826172 441.370483398438 637.447692871094 791.121520996094 583.421264648438 377.177734375 195.680068969727 377.899932861328 757.618591308594 487.257080078125 642.533996582031 628.716552734375 711.317138671875 499.467498779297 697.199951171875 689.635009765625
"HEBP2" 536.773742675781 449.302307128906 390.781951904297 659.333557128906 492.931671142578 506.795532226562 508.645446777344 516.334899902344 505.063995361328 622.690551757812 389.039428710938 392.667999267578 701.719970703125 488.810913085938 552.118591308594 548.399169921875 483.869720458984 562.797912597656 478.066162109375 336.192504882812 544.307556152344 604.730285644531 603.003662109375 415.726379394531 772.940612792969 423.868408203125 404.13037109375 435.701416015625 423.811859130859 429.744354248047 425.380218505859 348.477661132812 460.258178710938 376.949737548828 397.453002929688 280.497253417969 274.142822265625 304.291748046875 603.876098632812 432.061492919922 362.012908935547 327.457244873047 568.957824707031 232.497711181641 465.153228759766 575.592834472656 643.054321289062 384.774444580078 371.275482177734 426.422546386719 346.580108642578 545.159301757812 335.757293701172 499.984100341797 540.412658691406 501.580017089844 468.766784667969 497.926452636719 528.110168457031 430.616088867188 485.712738037109 480.240539550781 483.561706542969 451.864959716797 433.837585449219 356.644073486328 453.494415283203 535.189453125 425.754241943359 318.947814941406 327.177368164062 728.654235839844 411.843017578125 480.382232666016 466.803405761719 503.357177734375 434.044311523438 364.127319335938 322.171417236328 833.979187011719 576.3330078125 546.965270996094 416.346557617188 418.007904052734 554.179138183594 566.492736816406 448.778228759766 504.234527587891 391.478576660156 502.541809082031 611.25244140625 710.3818359375 460.484039306641 381.865203857422 918.119445800781 366.612884521484 772.797058105469 440.587585449219 717.715393066406 490.6123046875 472.33251953125 450.869659423828 446.233825683594 506.014739990234 431.226715087891 513.810424804688 396.585662841797 693.841613769531 506.384429931641 524.451721191406 609.191040039062 567.435729980469 476.148071289062 434.596160888672 299.681488037109 384.979553222656 777.894104003906 346.869018554688 464.937347412109 384.904907226562 449.057250976562 513.938781738281 615.254272460938 422.041961669922 829.963439941406 445.005676269531 464.790252685547 346.710601806641 618.870300292969 623.214111328125 342.860260009766 450.962921142578 597.847961425781 400.877960205078 333.739685058594 736.197509765625 332.281616210938 591.341491699219 580.905883789062
